path,tracked,pre_batch_hash,current_hash,file_bytes,file_count,reason,owner,required_by_pipeline,safe_to_ignore,must_preserve,move_to_isolated_evidence,note
ultimate_pipeline/visualization/augmentation_preview.py,False,,be8922432092c8c25c41df2a66256aacbacd689f5f4d63685e8790663fb1b503,2394,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/visualization/city_drift_field.py,False,,a75ee6c1cd365cbdc07d2cf9902826a5eb8003fbbb2c2fa131537d6c8e5b4696,2103,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/visualization/city_map_diff.py,False,,fb58816ecf717b1026acb8b7f165a972991c11f47c8cc97eb6c7d10681555155,2382,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/visualization/cross_section_visualizer.py,False,,8d303ab991e2d671122eead7f9a6d84b1b3b4c7b5c63119beeed05c78c525ab0,5677,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/visualization/curvature_drift_plot.py,False,,871e47827d6f9680ad9a1c5d3b41ad1cfae963b5fae1c22aa39cd68635f14fe8,1533,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/visualization/elevation_heatmap.py,False,,8e0fb38e926c9e4ba88460e313e4bdeca28c91361f1270a921e539b6817851a7,1645,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/visualization/heatmap_generator.py,False,,9025c2eb1f78f0086b059ca02b789c0ba2def14471f0650c44decff8e80f647c,7746,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/visualization/heatmap_plotter.py,False,,dfa107ceddc61bed473425fdf50b067aeb14ed60a1dbda59d66383a315d8a1d1,2515,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/visualization/iou_histogram.py,False,,88e77b5c008a7fab7d9ef1e0a15982081fe72d1c64fd6d668548f19852651193,329,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/visualization/lane_overlay.py,False,,963abdb131cdecc8836f3eb5ff0ded8530ff5642f1336d98caee0264d6cd24b6,5753,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/visualization/osm_overlay.py,False,,f0236bf8c554307cd9259f3a8feedc84436cea6995b36eec03aefad191e25a4d,3823,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/visualization/spawn_heatmap.py,False,,7d082457a0c852e6b609093b21c224eb3d7855eac70d859c66218b89f9afa414,1905,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/visualization/thesis_figures.py,False,,68eb9c37a715e35fda55a23cae07698823caf15630085175de1c17ced9f04522,8229,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/visualization/tile_gap_heatmap.py,False,,ea3736e829daf6b509bb12d85358e73ee4771a8491fbb4c626a37f6ae0ae75c5,3512,,root-level dev artifact (script/report),dev,False,False,True,False,
vehicle.,False,,,,,unclassified dev artifact,dev,False,False,True,False,
work/,False,,6e7c68b15837ad4bdc528ee66f0241bc393f55dfd5bd3371671c2359fe41afde,,1145,older worktree snapshots (superseded),dev,False,True,False,False,
worktrees/,False,,9aee4c15653e08731a3a585148e5616a6ef805dffc19fbfc11121fddf030a537,,1131,older worktree snapshots (superseded),dev,False,True,False,False,
